,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,season,total_delay
325797,2013,9,19,728.0,730,-2.0,1028.0,1045,-17.0,VX,183,N835VA,EWR,SFO,339.0,2565,7,30,2013-09-19 07:00:00,summer,-19.0
34809,2013,10,9,1025.0,1031,-6.0,1216.0,1240,-24.0,EV,4632,N24103,EWR,OMA,147.0,1134,10,31,2013-10-09 10:00:00,fall,-30.0
43216,2013,10,18,924.0,930,-6.0,1033.0,1038,-5.0,B6,116,N296JB,JFK,SYR,47.0,209,9,30,2013-10-18 09:00:00,fall,-11.0
49127,2013,10,24,1622.0,1436,106.0,1740.0,1559,101.0,EV,5713,N830AS,LGA,IAD,47.0,229,14,36,2013-10-24 14:00:00,fall,207.0
311999,2013,9,4,825.0,829,-4.0,1132.0,1139,-7.0,AA,2267,N3BXAA,LGA,MIA,159.0,1096,8,29,2013-09-04 08:00:00,summer,-11.0
221665,2013,5,31,1320.0,1329,-9.0,1526.0,1526,0.0,9E,3867,N8611A,EWR,CVG,109.0,569,13,29,2013-05-31 13:00:00,spring,-9.0
218877,2013,5,28,1558.0,1600,-2.0,2001.0,1951,10.0,DL,2065,N727TW,JFK,SFO,348.0,2586,16,0,2013-05-28 16:00:00,spring,8.0
153077,2013,3,19,745.0,745,0.0,1036.0,1100,-24.0,DL,183,N723TW,JFK,SEA,326.0,2422,7,45,2013-03-19 07:00:00,winter,-24.0
320878,2013,9,13,1723.0,1600,83.0,1904.0,1715,109.0,US,2154,N948UW,LGA,BOS,40.0,184,16,0,2013-09-13 16:00:00,summer,192.0
303585,2013,8,25,2043.0,2045,-2.0,2319.0,2354,-35.0,UA,1241,N13750,EWR,TPA,131.0,997,20,45,2013-08-25 20:00:00,summer,-37.0
246076,2013,6,26,1116.0,1025,51.0,1347.0,1308,39.0,B6,925,N796JB,JFK,TPA,135.0,1005,10,25,2013-06-26 10:00:00,summer,90.0
256964,2013,7,8,1057.0,1100,-3.0,1208.0,1230,-22.0,WN,3297,N353SW,LGA,BNA,105.0,764,11,0,2013-07-08 11:00:00,summer,-25.0
207640,2013,5,16,920.0,930,-10.0,1040.0,1042,-2.0,B6,42,N238JB,JFK,SYR,51.0,209,9,30,2013-05-16 09:00:00,spring,-12.0
328686,2013,9,22,1212.0,1215,-3.0,1332.0,1329,3.0,EV,3807,N13908,EWR,ORF,56.0,284,12,15,2013-09-22 12:00:00,fall,0.0
132808,2013,2,25,1151.0,1200,-9.0,1513.0,1510,3.0,AA,3,N323AA,JFK,LAX,348.0,2475,12,0,2013-02-25 12:00:00,winter,-6.0
306567,2013,8,28,,1615,,,1845,,MQ,3357,N526MQ,LGA,ATL,,762,16,15,2013-08-28 16:00:00,summer,
317551,2013,9,10,927.0,940,-13.0,1212.0,1232,-20.0,B6,199,N570JB,LGA,MCO,122.0,950,9,40,2013-09-10 09:00:00,summer,-33.0
60402,2013,11,5,2239.0,2245,-6.0,2341.0,2353,-12.0,B6,108,N298JB,JFK,PWM,45.0,273,22,45,2013-11-05 22:00:00,fall,-18.0
308731,2013,8,31,952.0,959,-7.0,1307.0,1314,-7.0,UA,642,N596UA,JFK,SFO,337.0,2586,9,59,2013-08-31 09:00:00,summer,-14.0
133012,2013,2,25,1541.0,1545,-4.0,1841.0,1910,-29.0,AA,133,N324AA,JFK,LAX,334.0,2475,15,45,2013-02-25 15:00:00,winter,-33.0
286880,2013,8,8,919.0,901,18.0,1232.0,1143,49.0,B6,189,N592JB,JFK,SAN,321.0,2446,9,1,2013-08-08 09:00:00,summer,67.0
43725,2013,10,18,1813.0,1815,-2.0,2136.0,2130,6.0,UA,1022,N21723,EWR,SNA,341.0,2434,18,15,2013-10-18 18:00:00,fall,4.0
168635,2013,4,4,1557.0,1600,-3.0,1923.0,1934,-11.0,DL,1461,N718TW,JFK,LAX,341.0,2475,16,0,2013-04-04 16:00:00,spring,-14.0
106786,2013,12,26,2016.0,1915,61.0,2308.0,2219,49.0,DL,2159,N908DL,JFK,MCO,146.0,944,19,15,2013-12-26 19:00:00,winter,110.0
268807,2013,7,20,1357.0,1400,-3.0,1453.0,1511,-18.0,B6,2480,N294JB,EWR,BOS,39.0,200,14,0,2013-07-20 14:00:00,summer,-21.0
288835,2013,8,10,944.0,951,-7.0,1050.0,1117,-27.0,UA,204,N486UA,EWR,ORD,109.0,719,9,51,2013-08-10 09:00:00,summer,-34.0
222688,2013,6,1,1540.0,1545,-5.0,1744.0,1806,-22.0,DL,957,N782NC,EWR,ATL,98.0,746,15,45,2013-06-01 15:00:00,spring,-27.0
197570,2013,5,5,1500.0,1505,-5.0,1636.0,1630,6.0,MQ,3823,N508MQ,JFK,DCA,49.0,213,15,5,2013-05-05 15:00:00,spring,1.0
138380,2013,3,3,1353.0,1359,-6.0,1504.0,1527,-23.0,EV,3823,N15985,EWR,MSN,114.0,799,13,59,2013-03-03 13:00:00,winter,-29.0
214727,2013,5,23,,1935,,,2159,,EV,4333,N11113,EWR,TUL,,1215,19,35,2013-05-23 19:00:00,spring,
154853,2013,3,20,2130.0,1930,120.0,2335.0,2146,109.0,9E,3798,N8580A,JFK,CLT,90.0,541,19,30,2013-03-20 19:00:00,spring,229.0
195811,2013,5,3,1337.0,1345,-8.0,1707.0,1700,7.0,AA,1073,N3AEAA,LGA,MIA,158.0,1096,13,45,2013-05-03 13:00:00,spring,-1.0
241174,2013,6,21,751.0,755,-4.0,955.0,958,-3.0,DL,2119,N917DE,LGA,MSP,150.0,1020,7,55,2013-06-21 07:00:00,summer,-7.0
45295,2013,10,20,1728.0,1730,-2.0,1858.0,1916,-18.0,B6,1185,N353JB,JFK,RDU,75.0,427,17,30,2013-10-20 17:00:00,fall,-20.0
116357,2013,2,6,1954.0,2000,-6.0,2243.0,2243,0.0,DL,1147,N3760C,LGA,ATL,112.0,762,20,0,2013-02-06 20:00:00,winter,-6.0
280388,2013,8,1,1454.0,1411,43.0,1749.0,1702,47.0,B6,1883,N587JB,JFK,MCO,143.0,944,14,11,2013-08-01 14:00:00,summer,90.0
11316,2013,1,14,616.0,610,6.0,856.0,902,-6.0,B6,145,N657JB,JFK,PBI,140.0,1028,6,10,2013-01-14 06:00:00,winter,0.0
51236,2013,10,27,753.0,754,-1.0,956.0,1015,-19.0,UA,245,N509UA,EWR,DEN,216.0,1605,7,54,2013-10-27 07:00:00,fall,-20.0
271421,2013,7,23,1034.0,1020,14.0,1211.0,1206,5.0,US,1435,N536UW,EWR,CLT,73.0,529,10,20,2013-07-23 10:00:00,summer,19.0
126991,2013,2,18,2220.0,2155,25.0,103.0,41,22.0,B6,43,N636JB,JFK,MCO,140.0,944,21,55,2013-02-18 21:00:00,winter,47.0
68326,2013,11,14,1238.0,1244,-6.0,1350.0,1357,-7.0,EV,4633,N12996,EWR,BTV,48.0,266,12,44,2013-11-14 12:00:00,fall,-13.0
147220,2013,3,12,2034.0,2035,-1.0,2323.0,2328,-5.0,UA,686,N849UA,EWR,MCO,151.0,937,20,35,2013-03-12 20:00:00,winter,-6.0
13481,2013,1,16,1257.0,1250,7.0,1455.0,1449,6.0,EV,4893,N708EV,EWR,DTW,95.0,488,12,50,2013-01-16 12:00:00,winter,13.0
218518,2013,5,28,905.0,909,-4.0,1148.0,1218,-30.0,UA,1626,N28457,EWR,SAN,323.0,2425,9,9,2013-05-28 09:00:00,spring,-34.0
20747,2013,1,24,1838.0,1750,48.0,2203.0,2102,61.0,UA,1228,N13716,EWR,SAN,359.0,2425,17,50,2013-01-24 17:00:00,winter,109.0
80426,2013,11,27,1312.0,1300,12.0,1545.0,1605,-20.0,AA,300,N202AA,EWR,DFW,193.0,1372,13,0,2013-11-27 13:00:00,fall,-8.0
209150,2013,5,17,1828.0,1755,33.0,2014.0,1930,44.0,WN,3962,N793SA,LGA,MDW,110.0,725,17,55,2013-05-17 17:00:00,spring,77.0
325691,2013,9,19,551.0,600,-9.0,837.0,905,-28.0,AA,1175,N3GYAA,LGA,MIA,138.0,1096,6,0,2013-09-19 06:00:00,summer,-37.0
196651,2013,5,4,1206.0,1151,15.0,1504.0,1414,50.0,FL,347,N948AT,LGA,ATL,114.0,762,11,51,2013-05-04 11:00:00,spring,65.0
96690,2013,12,15,1826.0,1510,196.0,2137.0,1845,172.0,AA,145,N5FMAA,JFK,MIA,170.0,1089,15,10,2013-12-15 15:00:00,fall,368.0
174796,2013,4,11,828.0,820,8.0,946.0,940,6.0,MQ,4655,N504MQ,LGA,BNA,111.0,764,8,20,2013-04-11 08:00:00,spring,14.0
123717,2013,2,15,830.0,835,-5.0,1131.0,1150,-19.0,AA,717,N3GEAA,LGA,DFW,220.0,1389,8,35,2013-02-15 08:00:00,winter,-24.0
240738,2013,6,20,1715.0,1720,-5.0,2003.0,2025,-22.0,AA,695,N3JHAA,JFK,AUS,201.0,1521,17,20,2013-06-20 17:00:00,spring,-27.0
175463,2013,4,11,2024.0,2018,6.0,2322.0,2326,-4.0,UA,1241,N18223,EWR,TPA,162.0,997,20,18,2013-04-11 20:00:00,spring,2.0
2908,2013,1,4,853.0,900,-7.0,1143.0,1205,-22.0,DL,1885,N370NW,LGA,MCO,148.0,950,9,0,2013-01-04 09:00:00,winter,-29.0
213884,2013,5,22,,2026,,,2227,,EV,4292,N14573,EWR,GSP,,594,20,26,2013-05-22 20:00:00,spring,
189468,2013,4,26,1657.0,1700,-3.0,1825.0,1835,-10.0,MQ,4255,N636MQ,JFK,BNA,127.0,765,17,0,2013-04-26 17:00:00,spring,-13.0
88087,2013,12,6,623.0,630,-7.0,931.0,910,21.0,B6,1611,N591JB,JFK,LAS,347.0,2248,6,30,2013-12-06 06:00:00,fall,14.0
96233,2013,12,15,944.0,945,-1.0,1232.0,1235,-3.0,VX,251,N846VA,JFK,LAS,312.0,2248,9,45,2013-12-15 09:00:00,fall,-4.0
214866,2013,5,23,,1455,,,1640,,MQ,4172,N650MQ,JFK,CLE,,425,14,55,2013-05-23 14:00:00,spring,
145886,2013,3,11,1330.0,1329,1.0,1519.0,1526,-7.0,EV,4100,N11107,EWR,MEM,150.0,946,13,29,2013-03-11 13:00:00,winter,-6.0
112646,2013,2,2,1520.0,1529,-9.0,1727.0,1737,-10.0,EV,4369,N12126,EWR,CVG,105.0,569,15,29,2013-02-02 15:00:00,winter,-19.0
304362,2013,8,26,1710.0,1711,-1.0,1908.0,1845,23.0,UA,537,N826UA,EWR,ORD,107.0,719,17,11,2013-08-26 17:00:00,summer,22.0
10807,2013,1,13,1344.0,1350,-6.0,1533.0,1545,-12.0,MQ,4577,N508MQ,LGA,CLT,88.0,544,13,50,2013-01-13 13:00:00,winter,-18.0
30064,2013,10,4,743.0,750,-7.0,1025.0,1049,-24.0,B6,901,N527JB,JFK,FLL,142.0,1069,7,50,2013-10-04 07:00:00,fall,-31.0
282832,2013,8,4,814.0,815,-1.0,1056.0,1057,-1.0,B6,281,N231JB,JFK,HOU,191.0,1428,8,15,2013-08-04 08:00:00,summer,-2.0
308325,2013,8,30,1829.0,1835,-6.0,2120.0,2158,-38.0,AS,5,N413AS,EWR,SEA,317.0,2402,18,35,2013-08-30 18:00:00,summer,-44.0
69726,2013,11,15,1858.0,1905,-7.0,2115.0,2106,9.0,DL,1473,N315NB,LGA,MEM,152.0,963,19,5,2013-11-15 19:00:00,fall,2.0
304024,2013,8,26,1123.0,1115,8.0,1337.0,1400,-23.0,AA,739,N3GEAA,LGA,DFW,172.0,1389,11,15,2013-08-26 11:00:00,summer,-15.0
95719,2013,12,14,1336.0,1325,11.0,1658.0,1629,29.0,UA,1164,N37409,EWR,FLL,163.0,1065,13,25,2013-12-14 13:00:00,fall,40.0
80810,2013,11,27,1919.0,1930,-11.0,2129.0,2130,-1.0,MQ,3573,N818MQ,LGA,CMH,79.0,479,19,30,2013-11-27 19:00:00,fall,-12.0
106937,2013,12,27,624.0,615,9.0,743.0,751,-8.0,UA,1044,N14704,EWR,ORD,119.0,719,6,15,2013-12-27 06:00:00,winter,1.0
123366,2013,2,14,1904.0,1900,4.0,2027.0,2030,-3.0,EV,4191,N13913,EWR,BNA,123.0,748,19,0,2013-02-14 19:00:00,winter,1.0
277942,2013,7,30,635.0,605,30.0,800.0,720,40.0,WN,3574,N958WN,EWR,MDW,109.0,711,6,5,2013-07-30 06:00:00,summer,70.0
284419,2013,8,5,1841.0,1845,-4.0,2004.0,2030,-26.0,AA,359,N4XBAA,LGA,ORD,109.0,733,18,45,2013-08-05 18:00:00,summer,-30.0
252842,2013,7,3,1405.0,1325,40.0,1804.0,1801,3.0,UA,15,N76054,EWR,HNL,573.0,4963,13,25,2013-07-03 13:00:00,summer,43.0
76538,2013,11,23,803.0,807,-4.0,1109.0,1112,-3.0,DL,1271,N989DL,JFK,FLL,153.0,1069,8,7,2013-11-23 08:00:00,fall,-7.0
188109,2013,4,25,943.0,955,-12.0,1125.0,1108,17.0,B6,600,N279JB,JFK,PWM,46.0,273,9,55,2013-04-25 09:00:00,spring,5.0
324974,2013,9,18,923.0,923,0.0,1155.0,1229,-34.0,UA,1581,N57439,EWR,SEA,311.0,2402,9,23,2013-09-18 09:00:00,summer,-34.0
202004,2013,5,10,733.0,725,8.0,953.0,1008,-15.0,UA,243,N594UA,EWR,MCO,123.0,937,7,25,2013-05-10 07:00:00,spring,-7.0
146541,2013,3,12,730.0,735,-5.0,930.0,935,-5.0,EV,4344,N13992,EWR,DTW,85.0,488,7,35,2013-03-12 07:00:00,winter,-10.0
163249,2013,3,29,1903.0,1905,-2.0,2055.0,2114,-19.0,EV,4153,N14543,EWR,CLT,81.0,529,19,5,2013-03-29 19:00:00,spring,-21.0
273218,2013,7,25,649.0,650,-1.0,806.0,808,-2.0,EV,5811,N14953,EWR,BUF,45.0,282,6,50,2013-07-25 06:00:00,summer,-3.0
17668,2013,1,21,1154.0,1200,-6.0,1259.0,1315,-16.0,MQ,4425,N835MQ,JFK,DCA,49.0,213,12,0,2013-01-21 12:00:00,winter,-22.0
109860,2013,12,30,1016.0,1015,1.0,1317.0,1318,-1.0,UA,1711,N28478,EWR,IAH,221.0,1400,10,15,2013-12-30 10:00:00,winter,0.0
332962,2013,9,26,1757.0,1803,-6.0,2048.0,2056,-8.0,UA,360,N575UA,EWR,PBI,142.0,1023,18,3,2013-09-26 18:00:00,fall,-14.0
105584,2013,12,25,1427.0,1435,-8.0,1718.0,1728,-10.0,DL,2181,N378NW,LGA,MCO,141.0,950,14,35,2013-12-25 14:00:00,winter,-18.0
36638,2013,10,11,810.0,810,0.0,951.0,955,-4.0,MQ,3272,N807MQ,LGA,CLE,64.0,419,8,10,2013-10-11 08:00:00,fall,-4.0
321794,2013,9,14,1904.0,1910,-6.0,2157.0,2214,-17.0,DL,2065,N389DA,JFK,FLL,134.0,1069,19,10,2013-09-14 19:00:00,summer,-23.0
311893,2013,9,4,656.0,700,-4.0,930.0,1003,-33.0,B6,23,N806JB,JFK,LAX,301.0,2475,7,0,2013-09-04 07:00:00,summer,-37.0
289825,2013,8,11,1332.0,1330,2.0,1524.0,1545,-21.0,EV,4193,N12142,EWR,MSP,153.0,1008,13,30,2013-08-11 13:00:00,summer,-19.0
161135,2013,3,27,1640.0,1515,85.0,1810.0,1700,70.0,MQ,4333,N639MQ,JFK,PIT,66.0,340,15,15,2013-03-27 15:00:00,spring,155.0
205517,2013,5,14,625.0,630,-5.0,748.0,800,-12.0,B6,905,N292JB,JFK,ORD,122.0,740,6,30,2013-05-14 06:00:00,spring,-17.0
135069,2013,2,27,1912.0,1705,127.0,2011.0,1830,101.0,MQ,4410,N734MQ,JFK,DCA,44.0,213,17,5,2013-02-27 17:00:00,winter,228.0
73235,2013,11,19,1802.0,1655,67.0,2003.0,1845,78.0,AA,2223,N571AA,LGA,STL,133.0,888,16,55,2013-11-19 16:00:00,fall,145.0
70357,2013,11,16,1550.0,1600,-10.0,1756.0,1757,-1.0,EV,4537,N11547,EWR,MEM,165.0,946,16,0,2013-11-16 16:00:00,fall,-11.0
107383,2013,12,27,1428.0,1430,-2.0,1621.0,1641,-20.0,9E,3300,N906XJ,EWR,MSP,157.0,1008,14,30,2013-12-27 14:00:00,winter,-22.0
134081,2013,2,26,1734.0,1730,4.0,1939.0,1938,1.0,EV,4350,N13903,EWR,CVG,100.0,569,17,30,2013-02-26 17:00:00,winter,5.0
306863,2013,8,29,953.0,1000,-7.0,1115.0,1134,-19.0,UA,673,N406UA,LGA,ORD,105.0,733,10,0,2013-08-29 10:00:00,summer,-26.0
53636,2013,10,29,1546.0,1445,61.0,1922.0,1758,84.0,UA,841,N589UA,JFK,LAX,358.0,2475,14,45,2013-10-29 14:00:00,fall,145.0
287704,2013,8,9,656.0,700,-4.0,859.0,835,24.0,AA,305,N435AA,LGA,ORD,117.0,733,7,0,2013-08-09 07:00:00,summer,20.0
15030,2013,1,18,703.0,700,3.0,949.0,957,-8.0,B6,203,N793JB,JFK,LAS,308.0,2248,7,0,2013-01-18 07:00:00,winter,-5.0
8184,2013,1,10,958.0,1000,-2.0,1104.0,1121,-17.0,US,2169,N756US,LGA,DCA,43.0,214,10,0,2013-01-10 10:00:00,winter,-19.0
176135,2013,4,12,1553.0,1329,144.0,1657.0,1436,141.0,EV,4308,N16546,EWR,PWM,44.0,284,13,29,2013-04-12 13:00:00,spring,285.0
224369,2013,6,3,1438.0,1440,-2.0,1659.0,1642,17.0,US,1113,N540UW,LGA,CLT,101.0,544,14,40,2013-06-03 14:00:00,spring,15.0
5490,2013,1,7,1105.0,1110,-5.0,1210.0,1221,-11.0,B6,24,N328JB,JFK,BTV,50.0,266,11,10,2013-01-07 11:00:00,winter,-16.0
191602,2013,4,29,740.0,745,-5.0,1008.0,1013,-5.0,DL,807,N308DE,EWR,ATL,113.0,746,7,45,2013-04-29 07:00:00,spring,-10.0
138724,2013,3,3,1924.0,1929,-5.0,2207.0,2247,-40.0,DL,1433,N326NB,LGA,RSW,138.0,1080,19,29,2013-03-03 19:00:00,winter,-45.0
226823,2013,6,6,609.0,610,-1.0,1005.0,924,41.0,UA,303,N512UA,JFK,SFO,346.0,2586,6,10,2013-06-06 06:00:00,spring,40.0
89621,2013,12,7,1851.0,1852,-1.0,2143.0,2200,-17.0,UA,252,N467UA,EWR,MIA,152.0,1085,18,52,2013-12-07 18:00:00,fall,-18.0
20888,2013,1,24,2135.0,2130,5.0,15.0,25,-10.0,B6,383,N639JB,LGA,FLL,135.0,1076,21,30,2013-01-24 21:00:00,winter,-5.0
164970,2013,3,31,2001.0,2000,1.0,2322.0,2335,-13.0,UA,442,N444UA,EWR,SAT,225.0,1569,20,0,2013-03-31 20:00:00,spring,-12.0
56862,2013,11,1,,1655,,,1840,,MQ,3411,N854MQ,LGA,RDU,,431,16,55,2013-11-01 16:00:00,fall,
25609,2013,1,30,1445.0,1430,15.0,1750.0,1815,-25.0,DL,2126,N721TW,JFK,SFO,336.0,2586,14,30,2013-01-30 14:00:00,winter,-10.0
15366,2013,1,18,1337.0,1330,7.0,1658.0,1705,-7.0,WN,1078,N732SW,EWR,PHX,308.0,2133,13,30,2013-01-18 13:00:00,winter,0.0
115248,2013,2,5,1637.0,1635,2.0,1934.0,1951,-17.0,B6,139,N328JB,JFK,RSW,162.0,1074,16,35,2013-02-05 16:00:00,winter,-15.0
184966,2013,4,22,623.0,629,-6.0,819.0,825,-6.0,US,1507,N540UW,EWR,CLT,89.0,529,6,29,2013-04-22 06:00:00,spring,-12.0
312877,2013,9,5,732.0,735,-3.0,1019.0,1035,-16.0,AA,2279,N3HHAA,LGA,MIA,148.0,1096,7,35,2013-09-05 07:00:00,summer,-19.0
103471,2013,12,22,2322.0,2046,156.0,235.0,2358,157.0,B6,329,N652JB,JFK,RSW,171.0,1074,20,46,2013-12-22 20:00:00,winter,313.0
130179,2013,2,22,1057.0,1103,-6.0,1310.0,1305,5.0,DL,1031,N317NB,LGA,DTW,87.0,502,11,3,2013-02-22 11:00:00,winter,-1.0
189026,2013,4,26,838.0,835,3.0,1035.0,1020,15.0,MQ,4558,N717MQ,LGA,CLE,68.0,419,8,35,2013-04-26 08:00:00,spring,18.0
26714,2013,1,31,1818.0,1635,103.0,2222.0,2001,141.0,US,656,N650AW,EWR,PHX,311.0,2133,16,35,2013-01-31 16:00:00,winter,244.0
287325,2013,8,8,1849.0,1808,41.0,2208.0,2027,101.0,UA,525,N492UA,EWR,DEN,227.0,1605,18,8,2013-08-08 18:00:00,summer,142.0
200932,2013,5,9,619.0,624,-5.0,805.0,827,-22.0,EV,4471,N13979,EWR,CLT,79.0,529,6,24,2013-05-09 06:00:00,spring,-27.0
261745,2013,7,13,715.0,715,0.0,945.0,1010,-25.0,VX,399,N624VA,JFK,LAX,301.0,2475,7,15,2013-07-13 07:00:00,summer,-25.0
243313,2013,6,23,1504.0,1455,9.0,1736.0,1722,14.0,EV,4377,N11165,EWR,JAX,122.0,820,14,55,2013-06-23 14:00:00,summer,23.0
155869,2013,3,21,2304.0,2255,9.0,6.0,2357,9.0,B6,1018,N652JB,JFK,BOS,35.0,187,22,55,2013-03-21 22:00:00,spring,18.0
187290,2013,4,24,1256.0,1259,-3.0,1445.0,1456,-11.0,US,1459,N178US,LGA,CLT,81.0,544,12,59,2013-04-24 12:00:00,spring,-14.0
3262,2013,1,4,1555.0,1522,33.0,1756.0,1727,29.0,EV,4576,N16546,EWR,GRR,103.0,605,15,22,2013-01-04 15:00:00,winter,62.0
2454,2013,1,3,1748.0,1725,23.0,1958.0,1933,25.0,EV,4144,N13550,EWR,CVG,110.0,569,17,25,2013-01-03 17:00:00,winter,48.0
52614,2013,10,28,1500.0,1454,6.0,1714.0,1712,2.0,UA,1107,N39475,EWR,DEN,229.0,1605,14,54,2013-10-28 14:00:00,fall,8.0
204113,2013,5,12,1554.0,1555,-1.0,1731.0,1749,-18.0,B6,915,N296JB,JFK,ORD,117.0,740,15,55,2013-05-12 15:00:00,spring,-19.0
281558,2013,8,2,1717.0,1712,5.0,1955.0,2022,-27.0,UA,1078,N37253,EWR,SAT,203.0,1569,17,12,2013-08-02 17:00:00,summer,-22.0
332191,2013,9,25,,1900,,,2014,,US,2160,,LGA,BOS,,184,19,0,2013-09-25 19:00:00,fall,
205026,2013,5,13,1456.0,1500,-4.0,1725.0,1800,-35.0,AA,883,N516AA,EWR,DFW,179.0,1372,15,0,2013-05-13 15:00:00,spring,-39.0
107048,2013,12,27,805.0,805,0.0,939.0,945,-6.0,MQ,3531,N808MQ,LGA,RDU,74.0,431,8,5,2013-12-27 08:00:00,winter,-6.0
333228,2013,9,27,621.0,625,-4.0,812.0,800,12.0,MQ,3525,N720MQ,LGA,RDU,71.0,431,6,25,2013-09-27 06:00:00,fall,8.0
171954,2013,4,8,953.0,959,-6.0,1233.0,1221,12.0,US,450,N668AW,JFK,PHX,315.0,2153,9,59,2013-04-08 09:00:00,spring,6.0
195006,2013,5,2,1607.0,1615,-8.0,1850.0,1840,10.0,MQ,4657,N543MQ,LGA,ATL,118.0,762,16,15,2013-05-02 16:00:00,spring,2.0
239297,2013,6,19,926.0,929,-3.0,1130.0,1135,-5.0,EV,4222,N17196,EWR,MSP,148.0,1008,9,29,2013-06-19 09:00:00,spring,-8.0
125219,2013,2,17,555.0,600,-5.0,727.0,723,4.0,B6,208,N229JB,JFK,BUF,55.0,301,6,0,2013-02-17 06:00:00,winter,-1.0
26867,2013,1,31,2121.0,2015,66.0,2227.0,2130,57.0,AA,1762,N3JWAA,JFK,BOS,40.0,187,20,15,2013-01-31 20:00:00,winter,123.0
76125,2013,11,22,1712.0,1655,17.0,1953.0,1930,23.0,WN,3834,N8302F,LGA,DEN,265.0,1620,16,55,2013-11-22 16:00:00,fall,40.0
307499,2013,8,29,2107.0,2029,38.0,2317.0,2216,61.0,EV,5956,N15986,LGA,CLE,76.0,419,20,29,2013-08-29 20:00:00,summer,99.0
324875,2013,9,18,802.0,809,-7.0,1010.0,1018,-8.0,EV,4407,N12135,EWR,OMA,154.0,1134,8,9,2013-09-18 08:00:00,summer,-15.0
195943,2013,5,3,1555.0,1525,30.0,1741.0,1730,11.0,MQ,4579,N531MQ,LGA,CLT,82.0,544,15,25,2013-05-03 15:00:00,spring,41.0
200009,2013,5,8,641.0,647,-6.0,748.0,759,-11.0,EV,4241,N11547,EWR,DCA,47.0,199,6,47,2013-05-08 06:00:00,spring,-17.0
104513,2013,12,24,630.0,630,0.0,836.0,842,-6.0,US,2085,N540UW,LGA,CLT,110.0,544,6,30,2013-12-24 06:00:00,winter,-6.0
15720,2013,1,18,1918.0,1810,68.0,2147.0,2104,43.0,UA,812,N849UA,EWR,LAS,305.0,2227,18,10,2013-01-18 18:00:00,winter,111.0
69010,2013,11,15,718.0,725,-7.0,907.0,927,-20.0,DL,831,N333NB,LGA,DTW,82.0,502,7,25,2013-11-15 07:00:00,fall,-27.0
144041,2013,3,9,1144.0,1145,-1.0,1314.0,1335,-21.0,MQ,4594,N516MQ,LGA,CLE,63.0,419,11,45,2013-03-09 11:00:00,winter,-22.0
112886,2013,2,2,2131.0,2135,-4.0,32.0,50,-18.0,AA,185,N339AA,JFK,LAX,342.0,2475,21,35,2013-02-02 21:00:00,winter,-22.0
62467,2013,11,8,657.0,700,-3.0,1007.0,1020,-13.0,DL,1415,N706TW,JFK,SLC,290.0,1990,7,0,2013-11-08 07:00:00,fall,-16.0
71493,2013,11,18,541.0,545,-4.0,829.0,855,-26.0,AA,2243,N5CFAA,JFK,MIA,147.0,1089,5,45,2013-11-18 05:00:00,fall,-30.0
105014,2013,12,24,1630.0,1455,95.0,1941.0,1820,81.0,AA,2297,N3CSAA,LGA,MIA,166.0,1096,14,55,2013-12-24 14:00:00,winter,176.0
70790,2013,11,17,921.0,930,-9.0,1031.0,1047,-16.0,US,1761,N955UW,LGA,PHL,40.0,96,9,30,2013-11-17 09:00:00,fall,-25.0
105951,2013,12,26,1.0,2359,2.0,437.0,440,-3.0,B6,1503,N527JB,JFK,SJU,197.0,1598,23,59,2013-12-26 23:00:00,winter,-1.0
106113,2013,12,26,818.0,820,-2.0,928.0,940,-12.0,MQ,3370,N839MQ,JFK,DCA,49.0,213,8,20,2013-12-26 08:00:00,winter,-14.0
199962,2013,5,8,558.0,600,-2.0,849.0,916,-27.0,UA,1169,N18119,JFK,LAX,314.0,2475,6,0,2013-05-08 06:00:00,spring,-29.0
277223,2013,7,29,1124.0,1125,-1.0,1408.0,1414,-6.0,UA,703,N589UA,JFK,LAX,322.0,2475,11,25,2013-07-29 11:00:00,summer,-7.0
175285,2013,4,11,1733.0,1735,-2.0,2039.0,2105,-26.0,AA,543,N5FLAA,JFK,MIA,159.0,1089,17,35,2013-04-11 17:00:00,spring,-28.0
110189,2013,12,30,1633.0,1505,88.0,1854.0,1725,89.0,EV,4181,N14117,EWR,MCI,185.0,1092,15,5,2013-12-30 15:00:00,winter,177.0
148669,2013,3,14,1045.0,1050,-5.0,1352.0,1402,-10.0,UA,1183,N17233,EWR,RSW,174.0,1068,10,50,2013-03-14 10:00:00,winter,-15.0
108517,2013,12,28,1843.0,1820,23.0,2121.0,2100,21.0,WN,1760,N234WN,EWR,MSY,186.0,1167,18,20,2013-12-28 18:00:00,winter,44.0
9019,2013,1,11,824.0,834,-10.0,1018.0,1039,-21.0,EV,4230,N12967,EWR,GRR,95.0,605,8,34,2013-01-11 08:00:00,winter,-31.0
247986,2013,6,28,925.0,935,-10.0,1223.0,1237,-14.0,B6,271,N659JB,LGA,FLL,146.0,1076,9,35,2013-06-28 09:00:00,summer,-24.0
50866,2013,10,26,1452.0,1455,-3.0,1731.0,1750,-19.0,AA,2285,N5FFAA,JFK,MCO,130.0,944,14,55,2013-10-26 14:00:00,fall,-22.0
